name,url,rss,api,country,state,city,coverage,category,industry,source_type,signals,language,free,notes,feed_checked,feed_kind,feed_role
Nezavisne novine (Economy),https://www.nezavisne.com,https://www.nezavisne.com/rss/ekonomija,,Bosnia and Herzegovina,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Serbian,Free,"Verified by the europe region audit, 2026-07-29. Economy-only section feed; higher signal density than the main feed.",2026-07-29 200 ok,rss,direct
Oslobodjenje,https://www.oslobodjenje.ba,https://www.oslobodjenje.ba/rss.xml,,Bosnia and Herzegovina,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Bosnian,Free,"Verified by the europe region audit, 2026-07-29. Oldest daily. ONLY /rss.xml works; /feed, /rss, /feed/ all 404.",2026-07-29 200 ok,rss,direct
Poslovni Svijet,https://poslovnisvijet.ba,https://poslovnisvijet.ba/feed/,,Bosnia and Herzegovina,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Bosnian,Free,"Verified by the europe region audit, 2026-07-29. Business. Slow cadence (latest item ~2.5 weeks old).",2026-07-29 200 ok,rss,direct
Sarajevo Times,https://sarajevotimes.com,https://sarajevotimes.com/feed/,,Bosnia and Herzegovina,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the europe region audit, 2026-07-29. English-language outlet. Small feed window.",2026-07-29 200 ok,rss,direct
Botswana Guardian,https://www.botswanaguardian.co.bw,,,Botswana,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. DO NOT USE. The domain now redirects to an unrelated betting site (bettingbotswana.com) whose /feed/ returns live sports-betting posts - a feed that verifies green while being nothing like the publisher named. Feed not wired: not live (200, 0 items) (). REMOVED 2026-07-29: botswanaguardian.co.bw now redirects to bettingbotswana.com, a gambling operator. The feed verifies green on every automated check, which is exactly why the domain-drift guard exists.",2026-07-29 DOMAIN TAKEN OVER,,
Mmegi,https://www.mmegi.bw,,,Botswana,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. NO FEED. /rss returns HTML, /feed 404s. Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
Sunday Standard,https://www.sundaystandard.info,https://www.sundaystandard.info/feed/,,Botswana,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Independent weekly.",2026-07-29 200 ok,rss,direct
The Botswana Gazette,https://www.thegazette.news,https://www.thegazette.news/feed/,,Botswana,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Weekly; live and current.",2026-07-29 200 ok,rss,direct
Baguete,https://www.baguete.com.br,https://www.baguete.com.br/rss/noticias/feed,,Brazil,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Brazil Journal,https://braziljournal.com,https://braziljournal.com/feed/,,Brazil,,Sao Paulo,National,Business News,Technology,News Organization,Funding; Executive Hire; Company Expansion; Hiring,Portuguese,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
Canaltech,https://canaltech.com.br,,,Brazil,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live Feed not wired: robots.txt disallows this path (https://canaltech.com.br/rss/).",2026-07-29 robots.txt disallows this path,,direct
Convergencia Digital,https://www.convergenciadigital.com.br,https://www.convergenciadigital.com.br/rss/,,Brazil,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Draft,https://www.projetodraft.com,https://www.projetodraft.com/feed/,,Brazil,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Exame,https://exame.com,https://exame.com/feed/,,Brazil,,Sao Paulo,National,Business News,Technology,News Organization,Funding; Executive Hire; Company Expansion; Hiring,Portuguese,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
InfoMoney,https://www.infomoney.com.br,https://www.infomoney.com.br/feed/,,Brazil,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
MIT Technology Review Brasil,https://mittechreview.com.br,https://mittechreview.com.br/feed/,,Brazil,,Sao Paulo,National,Technology News,Technology,Technology News,Funding; Executive Hire; Company Expansion,Portuguese,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
Mobile Time,https://www.mobiletime.com.br,,,Brazil,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live Feed not wired: robots.txt disallows this path (https://www.mobiletime.com.br/feed/).",2026-07-29 robots.txt disallows this path,,direct
NeoFeed,https://neofeed.com.br,https://neofeed.com.br/feed/,,Brazil,,Sao Paulo,National,Business News,Technology,News Organization,Funding; Executive Hire; Company Expansion; Hiring,Portuguese,Free,Feed fetched and parsed 2026-07-29.,2026-07-29 200 ok,rss,direct
Olhar Digital,https://olhardigital.com.br,https://olhardigital.com.br/feed/,,Brazil,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
StartSe,https://www.startse.com,,,Brazil,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. /feed/ serves HTML; needs HTML parsing [tried: https://www.startse.com/feed/] Feed not wired: not live (200, 0 items) ().","2026-07-29 not live (200, 0 items)",,direct
Startupi,https://startupi.com.br,https://startupi.com.br/feed/,,Brazil,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Startups.com.br,https://startups.com.br,https://startups.com.br/feed/,,Brazil,SP,Sao Paulo,National,Startup Ecosystem,Technology,Startup Ecosystem,Funding; Layoffs,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
Tecmundo,https://www.tecmundo.com.br,https://rss.tecmundo.com.br/feed,,Brazil,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
TI Inside,https://tiinside.com.br,https://tiinside.com.br/feed/,,Brazil,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Portuguese,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Borneo Bulletin,https://borneobulletin.com.bn,,,Brunei,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. national daily; bot-blocked (Cloudflare/Akamai interstitial) to both urllib and curl; needs HTML parsing via a real browser, or skip Feed not wired: not live (403, 0 items) (https://borneobulletin.com.bn/feed/).","2026-07-29 not live (403, 0 items)",,direct
The Scoop,https://thescoop.co,https://thescoop.co/feed/,,Brunei,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. independent digital publisher",2026-07-29 200 ok,rss,direct
Capital,https://www.capital.bg,https://www.capital.bg/rss/,,Bulgaria,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Bulgarian,Free,"Verified by the europe region audit, 2026-07-29. Leading business weekly.",2026-07-29 200 ok,rss,direct
Dnevnik,https://www.dnevnik.bg,https://www.dnevnik.bg/rss/,,Bulgaria,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Bulgarian,Free,"Verified by the europe region audit, 2026-07-29. Business/news daily.",2026-07-29 200 ok,rss,direct
The Recursive,https://therecursive.com,https://www.therecursive.com/rss/,,Bulgaria,,Sofia,Regional,Technology News,Technology,Technology News,Funding; Executive Hire; Company Expansion,English,Free,"Feed fetched and parsed 2026-07-29. South-East Europe: Bulgaria, Romania, Greece, Serbia, Croatia, Slovenia, North Macedonia, Albania.",2026-07-29 200 ok,rss,direct
B2B Cambodia,https://www.b2b-asianews.com,https://www.b2b-cambodia.com/feed/,,Cambodia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Business publisher; feed <link> values are RELATIVE slugs, not absolute URLs; the collector must prefix https://www.b2b-cambodia.com/ or every source_url will be broken Domain-drift guard flagged a redirect 2026-07-29; confirmed a legitimate rebrand to https://www.b2b-asianews.com and the catalogue url updated to match.",2026-07-29 200 ok,rss,direct
Cambodianess,https://cambodianess.com,,,Cambodia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Digital publisher; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://cambodianess.com/feed).","2026-07-29 not live (404, 0 items)",,direct
Camboja News,https://cambojanews.com,https://cambojanews.com/feed/,,Cambodia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. independent publisher",2026-07-29 200 ok,rss,direct
Khmer Times,https://www.khmertimeskh.com,,,Cambodia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. English daily; bot-blocked (Cloudflare/Akamai interstitial) to both urllib and curl; needs HTML parsing via a real browser, or skip Feed not wired: not live (403, 0 items) (https://www.khmertimeskh.com/feed/).","2026-07-29 not live (403, 0 items)",,direct
Kiripost,https://kiripost.com,,,Cambodia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Cambodian tech/business publisher; no working RSS: this URL serves HTML; needs an HTML parser; served HTML not XML (ctype=text/html; charset=utf-8) Feed not wired: not live (200, 0 items) (https://kiripost.com/rss.xml).","2026-07-29 not live (200, 0 items)",,direct
The Phnom Penh Post,https://www.phnompenhpost.com,,,Cambodia,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. English daily; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://www.phnompenhpost.com/rss.xml).","2026-07-29 not live (404, 0 items)",,direct
Actu Cameroun,https://actucameroun.com,https://actucameroun.com/feed/,,Cameroon,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the mea region audit, 2026-07-29. General national news; 20 items.",2026-07-29 200 ok,rss,direct
Business in Cameroon,https://www.businessincameroon.com,https://www.businessincameroon.com/index.php/component/obrss/fullrss,,Cameroon,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the mea region audit, 2026-07-29. Joomla obRSS component path. English edition of the Investir au Cameroun publisher.",2026-07-29 200 ok,rss,direct
Digital Business Africa,https://www.digitalbusiness.africa,https://www.digitalbusiness.africa/feed/,,Cameroon,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the mea region audit, 2026-07-29. Cameroon-based ICT/digital-economy title covering Central Africa.",2026-07-29 200 ok,rss,direct
Investir au Cameroun,https://www.investiraucameroun.com,https://www.investiraucameroun.com/index.php/component/obrss/fullrss,,Cameroon,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,French,Free,"Verified by the mea region audit, 2026-07-29. French sister title, same publisher and feed shape.",2026-07-29 200 ok,rss,direct
